OA,Mixed,Asian,Black,Other,White
E00002944,0.04,0.29,0.39,0.07,0.22
E00002945,0.02,0.67,0.08,0.04,0.19
E00002946,0.06,0.54,0.12,0.03,0.25
E00002947,0.04,0.67,0.1,0.04,0.15
E00002948,0.01,0.72,0.05,0.02,0.18
E00002949,0.04,0.6,0.1,0.04,0.22
E00002950,0.01,0.56,0.1,0.03,0.29
E00002951,0.06,0.44,0.17,0.07,0.26
E00002953,0.06,0.51,0.14,0.03,0.27
E00002954,0.02,0.5,0.14,0.07,0.27
E00002955,0.05,0.58,0.09,0.07,0.2
E00002956,0.03,0.56,0.13,0.02,0.26
E00002957,0.01,0.54,0.15,0.05,0.25
E00002958,0.04,0.49,0.1,0.03,0.33
E00002959,0.06,0.55,0.17,0.07,0.14
E00002960,0.05,0.4,0.19,0.05,0.31
E00002961,0.03,0.47,0.12,0.02,0.35
E00002962,0.03,0.61,0.12,0.02,0.23
E00002963,0.03,0.54,0.15,0.05,0.22
E00002964,0.05,0.56,0.21,0.01,0.18
E00002965,0.07,0.44,0.21,0.02,0.26
E00002966,0.04,0.55,0.13,0.02,0.26
E00002967,0.05,0.49,0.13,0.05,0.29
E00002968,0.05,0.45,0.1,0.1,0.32
E00002969,0.06,0.42,0.25,0.02,0.26
E00002970,0.04,0.62,0.06,0.02,0.26
E00002971,0.06,0.5,0.11,0.09,0.25
E00002972,0.04,0.46,0.1,0.12,0.29
E00002973,0.07,0.57,0.06,0.01,0.3
E00002974,0.05,0.4,0.21,0.03,0.31
E00002975,0.01,0.27,0.51,0.04,0.17
E00002976,0.05,0.47,0.12,0.04,0.31
E00002977,0.05,0.52,0.15,0.01,0.27
E00002979,0.07,0.33,0.35,0.05,0.2
E00002980,0.05,0.36,0.35,0.02,0.2
E00002981,0.06,0.44,0.32,0.03,0.17
E00002982,0.0,0.51,0.19,0.06,0.24
E00002983,0.03,0.47,0.18,0.04,0.29
E00002984,0.03,0.58,0.15,0.05,0.19
E00002985,0.03,0.52,0.11,0.07,0.27
E00002986,0.01,0.58,0.18,0.08,0.14
E00002987,0.03,0.66,0.17,0.02,0.12
E00002988,0.04,0.41,0.33,0.03,0.2
E00002989,0.01,0.49,0.2,0.04,0.26
E00002990,0.03,0.46,0.19,0.09,0.24
E00002991,0.05,0.5,0.17,0.02,0.25
E00002992,0.01,0.53,0.18,0.06,0.22
E00002993,0.05,0.38,0.36,0.03,0.19
E00002994,0.02,0.58,0.23,0.04,0.13
E00002995,0.02,0.54,0.14,0.05,0.26
E00002996,0.05,0.41,0.25,0.03,0.25
E00002997,0.04,0.46,0.25,0.06,0.2
E00002998,0.07,0.43,0.25,0.01,0.23
E00002999,0.05,0.54,0.14,0.03,0.24
E00003000,0.04,0.49,0.09,0.07,0.31
E00003001,0.04,0.17,0.17,0.06,0.56
E00003002,0.05,0.31,0.12,0.05,0.48
E00003003,0.03,0.42,0.07,0.09,0.4
E00003004,0.02,0.29,0.07,0.09,0.53
E00003005,0.06,0.35,0.17,0.03,0.4
E00003006,0.02,0.46,0.07,0.06,0.4
E00003007,0.04,0.47,0.14,0.07,0.3
E00003008,0.06,0.4,0.12,0.06,0.36
E00003009,0.01,0.47,0.1,0.05,0.37
E00003010,0.02,0.15,0.09,0.08,0.66
E00003011,0.07,0.11,0.2,0.07,0.56
E00003012,0.04,0.3,0.18,0.11,0.37
E00003013,0.03,0.34,0.09,0.15,0.38
E00003014,0.03,0.41,0.09,0.14,0.33
E00003015,0.07,0.18,0.14,0.04,0.57
E00003016,0.13,0.21,0.09,0.05,0.53
E00003017,0.04,0.14,0.2,0.07,0.55
E00003018,0.05,0.18,0.27,0.06,0.44
E00003019,0.08,0.14,0.37,0.1,0.31
E00003020,0.05,0.17,0.41,0.11,0.28
E00003021,0.06,0.26,0.27,0.06,0.36
E00003022,0.05,0.29,0.26,0.07,0.33
E00003023,0.09,0.06,0.36,0.07,0.43
E00003024,0.09,0.19,0.24,0.05,0.44
E00003025,0.04,0.27,0.31,0.08,0.3
E00003026,0.05,0.22,0.34,0.04,0.35
E00003027,0.08,0.22,0.29,0.05,0.37
E00003028,0.05,0.51,0.12,0.05,0.26
E00003029,0.06,0.15,0.29,0.05,0.46
E00003030,0.0,0.37,0.18,0.14,0.31
E00003031,0.04,0.26,0.21,0.11,0.37
E00003032,0.06,0.28,0.34,0.05,0.28
E00003033,0.08,0.27,0.23,0.05,0.38
E00003034,0.03,0.42,0.07,0.06,0.43
E00003035,0.02,0.5,0.05,0.1,0.33
E00003036,0.03,0.38,0.14,0.08,0.37
E00003037,0.01,0.52,0.08,0.01,0.39
E00003038,0.05,0.43,0.15,0.03,0.34
E00003039,0.01,0.47,0.14,0.08,0.3
E00003041,0.01,0.53,0.19,0.07,0.2
E00003042,0.03,0.65,0.13,0.05,0.15
E00003043,0.05,0.55,0.21,0.03,0.17
E00003044,0.04,0.38,0.31,0.04,0.22
E00003045,0.03,0.59,0.08,0.02,0.28
E00003046,0.01,0.62,0.19,0.02,0.14
E00003047,0.01,0.62,0.16,0.02,0.19
E00003048,0.03,0.74,0.08,0.01,0.13
E00003049,0.02,0.75,0.09,0.01,0.13
E00003050,0.04,0.7,0.1,0.03,0.12
E00003051,0.01,0.8,0.1,0.01,0.07
E00003052,0.08,0.44,0.28,0.05,0.14
E00003053,0.02,0.88,0.03,0.0,0.07
E00003054,0.03,0.69,0.07,0.02,0.21
E00003056,0.03,0.81,0.07,0.02,0.07
E00003057,0.02,0.8,0.09,0.02,0.07
E00003058,0.02,0.72,0.05,0.03,0.18
E00003059,0.02,0.83,0.04,0.02,0.09
E00003060,0.01,0.87,0.06,0.02,0.04
E00003061,0.01,0.73,0.06,0.06,0.14
E00003062,0.03,0.86,0.03,0.02,0.05
E00003063,0.02,0.55,0.19,0.04,0.21
E00003064,0.06,0.43,0.27,0.07,0.16
E00003065,0.03,0.53,0.16,0.04,0.24
E00003068,0.02,0.7,0.13,0.02,0.13
E00003069,0.05,0.31,0.32,0.05,0.27
E00003070,0.06,0.19,0.33,0.08,0.33
E00003071,0.08,0.2,0.25,0.07,0.39
E00003072,0.07,0.24,0.1,0.06,0.52
E00003073,0.05,0.27,0.15,0.03,0.51
E00003075,0.06,0.2,0.14,0.05,0.54
E00003076,0.09,0.11,0.41,0.05,0.35
E00003077,0.08,0.11,0.43,0.08,0.3
E00003078,0.1,0.17,0.31,0.06,0.36
E00003079,0.08,0.21,0.3,0.02,0.39
E00003080,0.1,0.15,0.22,0.06,0.48
E00003081,0.05,0.25,0.2,0.04,0.47
E00003082,0.05,0.24,0.12,0.05,0.54
E00003083,0.05,0.2,0.17,0.02,0.56
E00003084,0.06,0.23,0.24,0.04,0.43
E00003085,0.08,0.23,0.16,0.04,0.5
E00003086,0.08,0.17,0.22,0.04,0.49
E00003087,0.06,0.19,0.15,0.02,0.59
E00003088,0.05,0.28,0.15,0.04,0.47
E00003089,0.09,0.14,0.11,0.06,0.6
E00003090,0.13,0.21,0.15,0.04,0.47
E00003091,0.05,0.24,0.17,0.05,0.48
E00003092,0.1,0.12,0.13,0.03,0.63
E00003093,0.07,0.19,0.17,0.02,0.54
E00003094,0.06,0.31,0.2,0.01,0.43
E00003095,0.06,0.3,0.21,0.1,0.33
E00003096,0.05,0.16,0.14,0.05,0.58
E00003097,0.06,0.25,0.07,0.04,0.59
E00003098,0.1,0.17,0.16,0.05,0.52
E00003099,0.08,0.25,0.11,0.01,0.55
E00003100,0.05,0.16,0.2,0.04,0.55
E00003101,0.08,0.16,0.1,0.03,0.63
E00003102,0.05,0.33,0.2,0.11,0.32
E00003103,0.09,0.15,0.2,0.05,0.5
E00003104,0.05,0.19,0.13,0.04,0.59
E00003105,0.07,0.15,0.08,0.04,0.66
E00003106,0.04,0.17,0.2,0.07,0.52
E00003107,0.09,0.34,0.14,0.05,0.37
E00003108,0.06,0.32,0.15,0.02,0.44
E00003109,0.08,0.21,0.18,0.07,0.47
E00003110,0.04,0.08,0.0,0.03,0.86
E00003111,0.01,0.17,0.0,0.01,0.82
E00003112,0.04,0.05,0.08,0.01,0.82
E00003113,0.03,0.05,0.0,0.02,0.9
E00003114,0.04,0.06,0.01,0.0,0.89
E00003115,0.0,0.03,0.03,0.0,0.93
E00003116,0.03,0.1,0.01,0.02,0.84
E00003117,0.05,0.07,0.01,0.01,0.86
E00003118,0.03,0.03,0.03,0.01,0.9
E00003119,0.01,0.05,0.01,0.01,0.93
E00003120,0.01,0.04,0.03,0.0,0.91
E00003122,0.02,0.15,0.04,0.01,0.79
E00003123,0.07,0.02,0.01,0.01,0.89
E00003124,0.02,0.08,0.02,0.0,0.87
E00003125,0.01,0.1,0.05,0.02,0.81
E00003126,0.03,0.11,0.02,0.0,0.84
E00003127,0.03,0.0,0.02,0.03,0.92
E00003128,0.03,0.06,0.02,0.0,0.89
E00003129,0.02,0.08,0.04,0.01,0.85
E00003130,0.03,0.04,0.01,0.03,0.89
E00003131,0.01,0.14,0.0,0.0,0.85
E00003132,0.04,0.14,0.06,0.01,0.76
E00003133,0.03,0.13,0.01,0.01,0.82
E00003134,0.03,0.05,0.03,0.01,0.9
E00003135,0.02,0.08,0.01,0.02,0.87
E00003136,0.02,0.08,0.06,0.0,0.84
E00003137,0.06,0.1,0.08,0.03,0.71
E00003138,0.01,0.09,0.0,0.02,0.88
E00003139,0.03,0.15,0.04,0.02,0.77
E00003140,0.03,0.06,0.03,0.02,0.86
E00003141,0.04,0.06,0.02,0.0,0.88
E00003142,0.02,0.02,0.05,0.0,0.92
E00003143,0.04,0.11,0.03,0.01,0.8
E00003144,0.03,0.06,0.03,0.05,0.84
E00003145,0.02,0.16,0.04,0.01,0.78
E00003146,0.03,0.12,0.05,0.04,0.76
E00003147,0.03,0.06,0.05,0.0,0.86
E00003148,0.03,0.02,0.01,0.0,0.93
E00003149,0.03,0.03,0.02,0.0,0.92
E00003150,0.03,0.1,0.03,0.0,0.84
E00003151,0.01,0.05,0.02,0.01,0.91
E00003152,0.01,0.04,0.0,0.0,0.94
E00003153,0.03,0.02,0.01,0.0,0.94
E00003154,0.04,0.07,0.0,0.01,0.87
E00003155,0.02,0.02,0.01,0.01,0.95
E00003156,0.0,0.0,0.0,0.0,1.0
E00003157,0.0,0.01,0.01,0.01,0.97
E00003158,0.01,0.0,0.02,0.0,0.97
E00003159,0.02,0.04,0.01,0.0,0.93
E00003160,0.02,0.0,0.0,0.0,0.97
E00003161,0.01,0.03,0.02,0.0,0.94
E00003162,0.03,0.05,0.03,0.02,0.87
E00003163,0.01,0.01,0.01,0.0,0.97
E00003164,0.01,0.02,0.0,0.0,0.98
E00003165,0.0,0.01,0.0,0.0,0.99
E00003166,0.01,0.02,0.0,0.0,0.97
E00003167,0.01,0.0,0.03,0.01,0.95
E00003168,0.01,0.0,0.0,0.0,0.98
E00003169,0.01,0.01,0.0,0.0,0.98
E00003170,0.0,0.02,0.01,0.0,0.96
E00003171,0.02,0.0,0.01,0.0,0.97
E00003172,0.01,0.01,0.0,0.0,0.96
E00003173,0.04,0.03,0.0,0.01,0.93
E00003174,0.02,0.02,0.01,0.0,0.96
E00003176,0.01,0.03,0.02,0.0,0.94
E00003177,0.04,0.01,0.0,0.0,0.95
E00003178,0.01,0.02,0.0,0.0,0.96
E00003179,0.01,0.02,0.0,0.0,0.97
E00003180,0.01,0.01,0.0,0.01,0.96
E00003181,0.03,0.01,0.03,0.04,0.89
E00003182,0.03,0.01,0.02,0.01,0.93
E00003183,0.01,0.01,0.0,0.0,0.99
E00003184,0.01,0.0,0.0,0.0,0.98
E00003185,0.03,0.13,0.03,0.02,0.79
E00003186,0.0,0.04,0.02,0.0,0.93
E00003187,0.01,0.07,0.0,0.02,0.9
E00003188,0.02,0.02,0.01,0.0,0.94
E00003189,0.03,0.04,0.02,0.02,0.9
E00003190,0.05,0.09,0.04,0.01,0.81
E00003191,0.06,0.04,0.04,0.0,0.87
E00003192,0.03,0.01,0.02,0.0,0.93
E00003193,0.05,0.14,0.03,0.0,0.78
E00003194,0.06,0.07,0.06,0.01,0.8
E00003195,0.03,0.02,0.05,0.0,0.89
E00003196,0.04,0.07,0.1,0.0,0.79
E00003197,0.04,0.03,0.08,0.01,0.85
E00003198,0.05,0.04,0.09,0.02,0.81
E00003199,0.07,0.05,0.07,0.01,0.8
E00003200,0.03,0.03,0.02,0.0,0.91
E00003201,0.04,0.11,0.01,0.0,0.83
E00003202,0.03,0.02,0.07,0.0,0.87
E00003203,0.01,0.01,0.06,0.01,0.9
E00003204,0.01,0.03,0.07,0.0,0.9
E00003205,0.06,0.05,0.13,0.01,0.74
E00003206,0.04,0.04,0.04,0.02,0.84
E00003207,0.02,0.05,0.01,0.0,0.92
E00003208,0.06,0.06,0.1,0.02,0.77
E00003209,0.03,0.05,0.01,0.01,0.9
E00003210,0.07,0.02,0.06,0.0,0.84
E00003211,0.03,0.06,0.04,0.02,0.86
E00003212,0.07,0.06,0.07,0.0,0.81
E00003213,0.02,0.03,0.02,0.0,0.93
E00003214,0.03,0.08,0.04,0.02,0.84
E00003215,0.05,0.03,0.05,0.01,0.86
E00003216,0.03,0.06,0.04,0.01,0.85
E00003217,0.03,0.02,0.01,0.01,0.94
E00003218,0.03,0.08,0.06,0.01,0.81
E00003219,0.02,0.02,0.01,0.0,0.95
E00003220,0.03,0.06,0.05,0.02,0.84
E00003221,0.01,0.04,0.06,0.01,0.88
E00003222,0.02,0.03,0.01,0.0,0.94
E00003223,0.01,0.05,0.03,0.02,0.89
E00003224,0.01,0.03,0.02,0.0,0.95
E00003225,0.03,0.04,0.02,0.01,0.91
E00003226,0.02,0.0,0.0,0.01,0.98
E00003227,0.0,0.01,0.0,0.0,0.99
E00003228,0.01,0.02,0.02,0.01,0.94
E00003229,0.03,0.06,0.02,0.01,0.88
E00003230,0.03,0.01,0.04,0.01,0.91
E00003231,0.06,0.01,0.02,0.0,0.91
E00003232,0.07,0.07,0.06,0.0,0.8
E00003233,0.0,0.05,0.02,0.0,0.93
E00003234,0.04,0.05,0.04,0.02,0.86
E00003235,0.01,0.05,0.06,0.01,0.86
E00003236,0.1,0.16,0.04,0.02,0.69
E00003237,0.03,0.11,0.05,0.01,0.8
E00003238,0.05,0.05,0.01,0.02,0.87
E00003239,0.07,0.13,0.05,0.03,0.73
E00003240,0.02,0.06,0.01,0.0,0.9
E00003241,0.08,0.06,0.08,0.03,0.74
E00003242,0.06,0.05,0.04,0.03,0.82
E00003243,0.01,0.1,0.03,0.01,0.85
E00003244,0.02,0.04,0.02,0.0,0.91
E00003245,0.05,0.11,0.09,0.04,0.7
E00003246,0.04,0.05,0.03,0.0,0.88
E00003247,0.08,0.09,0.07,0.04,0.72
E00003248,0.03,0.06,0.05,0.03,0.82
E00003249,0.02,0.03,0.04,0.01,0.89
E00003250,0.05,0.06,0.06,0.01,0.82
E00003251,0.06,0.05,0.06,0.01,0.81
E00003252,0.04,0.05,0.05,0.0,0.85
E00003253,0.04,0.03,0.03,0.0,0.89
E00003254,0.05,0.07,0.09,0.03,0.76
E00003255,0.06,0.1,0.02,0.01,0.81
E00003256,0.06,0.13,0.1,0.02,0.69
E00003257,0.04,0.06,0.07,0.03,0.8
E00003258,0.05,0.08,0.08,0.02,0.77
E00003259,0.05,0.06,0.04,0.02,0.83
E00003260,0.06,0.06,0.07,0.0,0.82
E00003261,0.04,0.04,0.06,0.03,0.85
E00003262,0.06,0.05,0.01,0.01,0.88
E00003263,0.05,0.06,0.05,0.0,0.84
E00003264,0.07,0.09,0.1,0.03,0.72
E00003265,0.04,0.03,0.05,0.02,0.86
E00003266,0.03,0.14,0.05,0.01,0.76
E00003267,0.03,0.0,0.04,0.01,0.92
E00003268,0.04,0.1,0.02,0.0,0.84
E00003269,0.03,0.03,0.08,0.01,0.84
E00003270,0.06,0.1,0.09,0.04,0.71
E00003271,0.03,0.08,0.01,0.0,0.87
E00003272,0.04,0.02,0.05,0.0,0.9
E00003273,0.06,0.11,0.03,0.0,0.8
E00003275,0.01,0.0,0.12,0.0,0.86
E00003276,0.05,0.11,0.04,0.0,0.8
E00003277,0.04,0.04,0.03,0.01,0.87
E00003278,0.03,0.11,0.05,0.01,0.79
E00003279,0.06,0.09,0.07,0.02,0.77
E00003280,0.07,0.06,0.14,0.01,0.71
E00003281,0.06,0.04,0.05,0.02,0.83
E00003282,0.05,0.12,0.06,0.01,0.77
E00003283,0.06,0.08,0.02,0.01,0.82
E00003284,0.01,0.07,0.06,0.01,0.85
E00003285,0.01,0.04,0.05,0.0,0.9
E00003286,0.01,0.03,0.02,0.0,0.93
E00003287,0.04,0.08,0.01,0.0,0.86
E00003288,0.01,0.02,0.02,0.0,0.95
E00003289,0.02,0.07,0.03,0.0,0.88
E00003290,0.0,0.06,0.0,0.0,0.93
E00003291,0.01,0.0,0.0,0.0,0.98
E00003292,0.0,0.0,0.03,0.01,0.96
E00003293,0.0,0.04,0.04,0.02,0.91
E00003294,0.01,0.05,0.02,0.01,0.91
E00003295,0.01,0.01,0.02,0.02,0.94
E00003296,0.02,0.03,0.02,0.0,0.94
E00003297,0.0,0.02,0.04,0.0,0.93
E00003298,0.01,0.05,0.01,0.0,0.94
E00003299,0.03,0.05,0.02,0.0,0.89
E00003300,0.02,0.04,0.02,0.0,0.93
E00003301,0.01,0.05,0.02,0.0,0.91
E00003302,0.03,0.04,0.0,0.0,0.92
E00003303,0.03,0.03,0.0,0.0,0.94
E00003304,0.02,0.06,0.01,0.0,0.9
E00003305,0.05,0.03,0.01,0.0,0.91
E00003306,0.03,0.01,0.0,0.0,0.96
E00003307,0.01,0.03,0.0,0.01,0.95
E00003308,0.01,0.01,0.0,0.0,0.98
E00003309,0.02,0.02,0.0,0.0,0.94
E00003310,0.01,0.06,0.0,0.01,0.92
E00003311,0.03,0.07,0.02,0.0,0.88
E00003312,0.02,0.02,0.01,0.01,0.93
E00003313,0.04,0.09,0.01,0.02,0.85
E00003314,0.02,0.08,0.03,0.0,0.87
E00003315,0.02,0.04,0.02,0.01,0.92
E00003316,0.04,0.15,0.05,0.02,0.75
E00003318,0.03,0.1,0.01,0.02,0.85
E00003319,0.02,0.02,0.0,0.01,0.94
E00003320,0.01,0.08,0.01,0.0,0.9
E00003321,0.03,0.11,0.01,0.0,0.85
E00003322,0.01,0.05,0.02,0.0,0.93
E00003323,0.02,0.05,0.04,0.0,0.89
E00003324,0.01,0.03,0.01,0.01,0.95
E00003325,0.01,0.03,0.02,0.02,0.92
E00003326,0.03,0.09,0.05,0.0,0.83
E00003327,0.01,0.05,0.0,0.0,0.94
E00003328,0.01,0.03,0.03,0.0,0.93
E00003329,0.01,0.04,0.0,0.03,0.92
E00003330,0.02,0.03,0.02,0.01,0.92
E00003331,0.03,0.06,0.04,0.01,0.87
E00003332,0.04,0.14,0.05,0.01,0.75
E00003333,0.03,0.14,0.02,0.01,0.8
E00003334,0.07,0.0,0.06,0.01,0.87
E00003335,0.03,0.03,0.04,0.0,0.88
E00003336,0.02,0.02,0.03,0.01,0.93
E00003337,0.01,0.09,0.03,0.06,0.81
E00003338,0.04,0.07,0.0,0.02,0.87
E00003339,0.03,0.03,0.03,0.01,0.91
E00003340,0.02,0.04,0.0,0.0,0.94
E00003341,0.03,0.04,0.02,0.0,0.92
E00003342,0.02,0.13,0.01,0.0,0.84
E00003343,0.03,0.08,0.02,0.01,0.88
E00003344,0.02,0.14,0.03,0.02,0.79
E00003345,0.04,0.03,0.05,0.0,0.88
E00003346,0.03,0.06,0.04,0.0,0.87
E00003347,0.08,0.06,0.05,0.01,0.8
E00003348,0.04,0.02,0.04,0.02,0.87
E00003349,0.01,0.01,0.01,0.02,0.95
E00003350,0.03,0.05,0.03,0.02,0.86
E00003351,0.01,0.03,0.01,0.01,0.95
E00003352,0.04,0.05,0.03,0.03,0.85
E00003353,0.01,0.29,0.03,0.01,0.66
E00003354,0.03,0.06,0.02,0.0,0.89
E00003355,0.02,0.01,0.04,0.0,0.93
E00003356,0.02,0.02,0.01,0.02,0.93
E00003357,0.02,0.01,0.03,0.01,0.94
E00003358,0.02,0.03,0.01,0.0,0.95
E00003359,0.03,0.05,0.01,0.0,0.91
E00003360,0.01,0.0,0.02,0.01,0.96
E00003361,0.02,0.02,0.02,0.0,0.94
E00003362,0.03,0.14,0.01,0.0,0.81
E00003363,0.03,0.12,0.0,0.02,0.83
E00003364,0.03,0.04,0.03,0.0,0.91
E00003365,0.01,0.01,0.0,0.01,0.97
E00003366,0.02,0.03,0.01,0.0,0.94
E00003367,0.02,0.06,0.02,0.0,0.9
E00003368,0.02,0.07,0.04,0.0,0.87
E00003369,0.01,0.17,0.02,0.0,0.8
E00003370,0.02,0.04,0.0,0.01,0.92
E00003371,0.01,0.04,0.0,0.0,0.95
E00003372,0.03,0.08,0.03,0.01,0.86
E00003373,0.01,0.03,0.02,0.01,0.94
E00003374,0.01,0.04,0.01,0.01,0.94
E00003375,0.01,0.07,0.01,0.01,0.91
E00003376,0.01,0.06,0.02,0.0,0.91
E00003377,0.05,0.03,0.07,0.0,0.85
E00003378,0.05,0.07,0.03,0.02,0.84
E00003379,0.01,0.03,0.02,0.0,0.94
E00003380,0.04,0.07,0.06,0.01,0.83
E00003381,0.06,0.07,0.05,0.0,0.81
E00003382,0.09,0.03,0.09,0.0,0.78
E00003383,0.05,0.05,0.04,0.0,0.85
E00003384,0.03,0.03,0.04,0.0,0.9
E00003385,0.03,0.01,0.05,0.0,0.91
E00003386,0.07,0.05,0.07,0.01,0.8
E00003387,0.07,0.05,0.15,0.02,0.71
E00003388,0.07,0.07,0.08,0.0,0.77
E00003389,0.04,0.05,0.09,0.0,0.83
E00003390,0.06,0.01,0.02,0.01,0.91
E00003391,0.08,0.05,0.05,0.0,0.81
E00003392,0.05,0.05,0.18,0.0,0.72
E00003393,0.06,0.07,0.13,0.01,0.73
E00003394,0.05,0.09,0.26,0.01,0.6
E00003395,0.06,0.06,0.15,0.0,0.72
E00003396,0.04,0.04,0.02,0.01,0.89
E00003397,0.15,0.07,0.25,0.0,0.53
E00003398,0.09,0.03,0.16,0.01,0.7
E00003399,0.04,0.08,0.21,0.01,0.66
E00003400,0.01,0.06,0.06,0.0,0.87
E00003401,0.06,0.04,0.15,0.02,0.74
E00003402,0.05,0.03,0.1,0.0,0.82
E00003403,0.06,0.01,0.01,0.0,0.91
E00003404,0.07,0.07,0.2,0.0,0.65
E00003405,0.03,0.02,0.02,0.01,0.93
E00003406,0.07,0.03,0.15,0.0,0.75
E00003407,0.05,0.07,0.06,0.0,0.82
E00003408,0.06,0.06,0.27,0.0,0.59
E00003409,0.05,0.05,0.03,0.01,0.86
E00003410,0.06,0.07,0.16,0.01,0.7
E00003411,0.03,0.03,0.05,0.0,0.89
E00003412,0.02,0.03,0.06,0.0,0.89
E00003413,0.03,0.03,0.15,0.01,0.78
E00003414,0.03,0.06,0.08,0.0,0.84
E00003415,0.02,0.12,0.04,0.01,0.8
E00003416,0.05,0.02,0.11,0.01,0.81
E00003417,0.09,0.07,0.07,0.01,0.76
E00003418,0.05,0.08,0.02,0.0,0.85
E00003419,0.05,0.07,0.06,0.0,0.82
E00003420,0.03,0.04,0.07,0.0,0.86
E00003421,0.06,0.05,0.13,0.01,0.76
E00003422,0.03,0.08,0.05,0.02,0.82
E00003423,0.07,0.01,0.04,0.01,0.87
E00003424,0.06,0.13,0.28,0.02,0.52
E00003425,0.07,0.06,0.12,0.03,0.72
E00003426,0.08,0.08,0.2,0.0,0.66
E00003427,0.03,0.04,0.12,0.0,0.81
E00003428,0.05,0.03,0.08,0.02,0.82
E00003429,0.05,0.02,0.08,0.0,0.83
E00003430,0.03,0.03,0.02,0.0,0.9
E00003431,0.07,0.06,0.16,0.01,0.69
E00003432,0.05,0.07,0.04,0.02,0.82
E00003433,0.05,0.06,0.08,0.02,0.79
E00003434,0.05,0.07,0.04,0.04,0.8
E00003435,0.05,0.08,0.08,0.0,0.78
E00003436,0.03,0.07,0.05,0.0,0.86
E00003437,0.01,0.05,0.03,0.03,0.87
E00003438,0.04,0.11,0.02,0.01,0.82
E00003439,0.03,0.06,0.06,0.03,0.82
E00003440,0.02,0.05,0.08,0.01,0.84
E00003441,0.02,0.03,0.09,0.02,0.84
E00003442,0.04,0.06,0.05,0.01,0.84
E00003443,0.04,0.04,0.06,0.01,0.84
E00003444,0.02,0.05,0.04,0.0,0.9
E00003445,0.04,0.06,0.03,0.0,0.87
E00003446,0.04,0.1,0.03,0.01,0.82
E00003447,0.03,0.09,0.03,0.01,0.83
E00003448,0.02,0.07,0.02,0.01,0.88
E00003449,0.03,0.08,0.02,0.02,0.84
E00003450,0.04,0.04,0.08,0.01,0.83
E00003451,0.01,0.07,0.02,0.0,0.91
E00003452,0.03,0.06,0.04,0.01,0.86
E00003453,0.05,0.03,0.06,0.01,0.85
E00003454,0.03,0.06,0.03,0.02,0.85
E00003455,0.04,0.02,0.03,0.01,0.9
E00003456,0.04,0.04,0.03,0.02,0.87
E00003457,0.04,0.05,0.04,0.01,0.87
E00003458,0.03,0.05,0.02,0.0,0.9
E00003459,0.03,0.05,0.03,0.01,0.89
E00003460,0.05,0.12,0.07,0.03,0.74
E00003461,0.06,0.06,0.07,0.01,0.81
E00003462,0.09,0.01,0.17,0.07,0.64
E00003463,0.05,0.1,0.13,0.01,0.72
E00003464,0.02,0.05,0.02,0.0,0.92
E00003465,0.03,0.04,0.03,0.01,0.9
E00003466,0.05,0.06,0.04,0.0,0.85
E00003467,0.01,0.08,0.05,0.01,0.85
E00003468,0.05,0.1,0.09,0.02,0.76
E00003469,0.03,0.07,0.03,0.01,0.87
E00003470,0.04,0.1,0.06,0.01,0.79
E00003471,0.0,0.05,0.13,0.04,0.78
E00003472,0.06,0.17,0.04,0.01,0.7
E00003474,0.05,0.06,0.06,0.02,0.82
E00003475,0.06,0.07,0.03,0.0,0.84
E00003476,0.03,0.01,0.06,0.01,0.9
E00003477,0.06,0.05,0.07,0.01,0.81
E00003478,0.1,0.04,0.04,0.0,0.82
E00003479,0.04,0.05,0.01,0.0,0.91
E00003480,0.06,0.07,0.04,0.01,0.82
E00003481,0.03,0.06,0.04,0.01,0.86
E00003482,0.03,0.06,0.01,0.01,0.88
E00003483,0.02,0.05,0.01,0.04,0.89
E00003484,0.1,0.1,0.01,0.0,0.81
E00003485,0.05,0.01,0.04,0.0,0.9
E00003486,0.01,0.04,0.06,0.02,0.88
E00003487,0.1,0.14,0.23,0.01,0.51
E00003488,0.05,0.14,0.05,0.02,0.73
E00003489,0.05,0.06,0.1,0.01,0.78
E00003490,0.06,0.04,0.25,0.04,0.62
E00003491,0.07,0.05,0.13,0.01,0.75
E00003492,0.05,0.06,0.14,0.03,0.71
E00003493,0.01,0.04,0.17,0.01,0.77
E00003494,0.08,0.05,0.17,0.01,0.69
E00003495,0.03,0.03,0.05,0.0,0.89
E00003496,0.01,0.03,0.01,0.0,0.95
E00003497,0.0,0.05,0.0,0.0,0.94
E00003498,0.02,0.03,0.04,0.0,0.9
E00003499,0.01,0.0,0.04,0.0,0.95
E00003500,0.03,0.04,0.06,0.02,0.85
E00003501,0.03,0.02,0.06,0.02,0.86
E00003502,0.02,0.02,0.11,0.0,0.84
E00003503,0.07,0.03,0.12,0.02,0.76
E00003504,0.04,0.02,0.1,0.01,0.82
E00003505,0.04,0.04,0.09,0.01,0.82
E00003506,0.02,0.01,0.12,0.02,0.83
E00003507,0.02,0.06,0.03,0.0,0.89
E00003508,0.05,0.02,0.16,0.01,0.76
E00003509,0.02,0.06,0.1,0.0,0.82
E00003510,0.02,0.05,0.05,0.0,0.89
E00003512,0.04,0.03,0.16,0.01,0.75
E00003513,0.02,0.03,0.23,0.0,0.71
E00003514,0.03,0.06,0.11,0.01,0.79
E00003516,0.05,0.05,0.15,0.0,0.74
